         532113 function calls (529176 primitive calls) in 1.863 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    32/16    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1228(deepvalues)
       55    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
       12    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\copy.py:62(copy)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\feedparser.py:139(__init__)
       24    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
       25    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\enum.py:1439(_iter_member_by_value_)
        6    0.000    0.000    0.001    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1579(_cookies_from_attrs_set)
       19    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:678(escape_path)
       43    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\message.py:517(set_raw)
       12    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:349(set_cookie)
       27    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\_collections.py:240(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:762(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:727(is_third_party)
      6/3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:451(_parse_sub)
        1    0.000    0.000    0.051    0.051 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connection.py:198(_new_conn)
       38    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\element.py:530(get_text)
       32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       12    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1668(set_cookie)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:658(__init__)
      162    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\poolmanager.py:95(_default_key_normalizer)
       48    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       36    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:536(is_HDN)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\url.py:367(parse_url)
        2    0.000    0.000    0.000    0.000 {built-in method nt._path_isdir}
       12    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\queue.py:137(put)
       32    0.000    0.000    0.001    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\element.py:2957(find)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\calendar.py:689(timegm)
       13    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\queue.py:177(get)
       72    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\element.py:664(_last_descendant)
       35    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:49(get_full_url)
       10    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:648(request_path)
       12    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:692(reach)
       10    0.000    0.000    0.001    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\structures.py:40(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\response.py:1061(read)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\socket.py:304(makefile)
        1    0.000    0.000    0.051    0.051 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\connection.py:27(create_connection)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\ssl.py:541(minimum_version)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1097(return_ok)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.030    0.030 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\ssl.py:990(_create)
       20    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:164(hostname)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_compiler.py:241(_optimize_charset)
        2    0.000    0.000    0.001    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:207(get_netrc_auth)
       13    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connection.py:410(putheader)
        6    0.000    0.000    0.002    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\feedparser.py:173(feed)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1357(add_cookie_header)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       22    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:205(_hostinfo)
        8    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:1138(putrequest)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1262(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\response.py:1009(_raw_read)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:115(proxy_bypass)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_compiler.py:514(_compile_info)
       43    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\_collections.py:295(__iter__)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:521(cookiejar_from_dict)
       11    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\builder\_htmlparser.py:226(handle_charref)
       34    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\element.py:3195(__init__)
       25    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\enum.py:115(_iter_bits_lsb)
        3    0.000    0.000    0.001    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:755(should_bypass_proxies)
        2    0.000    0.000    1.145    0.572 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:1386(getresponse)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:81(_timegm)
       59    0.000    0.000    0.001    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\__init__.py:287(compile)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       59    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\enum.py:199(__get__)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\message.py:243(get_payload)
        5    0.000    0.000    0.000    0.000 <frozen ntpath>:343(expanduser)
       42    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        8    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:35(__init__)
       47    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1624(find_spec)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:970(parse)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\response.py:830(_init_length)
       32    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\typing.py:1423(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\ssl.py:1252(sendall)
        1    0.000    0.000    0.001    0.001 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\sessions.py:457(prepare_request)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connectionpool.py:175(__init__)
        2    0.000    0.000    0.053    0.027 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:245(parse_headers)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:610(prepare_cookies)
       24    0.000    0.000    0.000    0.000 <frozen os>:786(encodekey)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_compiler.py:576(_code)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connection.py:169(host)
        1    0.000    0.000    0.230    0.230 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\ssl_.py:413(ssl_wrap_socket)
        1    0.000    0.000    1.598    1.598 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\sessions.py:500(request)
       18    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\typing.py:1368(__setattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:77(proxy_bypass_registry)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:303(helper)
        1    0.000    0.000    0.023    0.023 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\socket.py:960(getaddrinfo)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\socket.py:782(close)
        1    0.000    0.000    0.002    0.002 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\dammit.py:775(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1273(_cookies_for_domain)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\feedparser.py:184(close)
        5    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\typing.py:1665(__subclasscheck__)
       70    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:108(_noop)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:529(get_encoding_from_headers)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\feedparser.py:123(pushlines)
        4    0.000    0.000    0.156    0.039 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:890(content)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\__init__.py:669(reset)
        3    0.000    0.000    0.001    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_compiler.py:743(compile)
        5    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\typing.py:1374(__instancecheck__)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\feedparser.py:197(_new_message)
       66    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:239(__next)
        9    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:984(set_ok_verifiability)
       21    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
    42/12    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\message.py:626(get_content_maintype)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\copy.py:248(_reconstruct)
        1    0.000    0.000    0.002    0.002 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\builder\_htmlparser.py:361(prepare_markup)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\response.py:399(get)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:430(close)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:504(_parse_content_type_header)
       29    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\element.py:2368(get_attribute_list)
        3    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      144    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\typing.py:1634(__getitem__)
        5    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\url.py:301(_normalize_host)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\encodings\idna.py:179(encode)
        7    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\sessions.py:61(merge_setting)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:828(select_proxy)
        9    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1005(set_ok_path)
       56    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:260(get)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:358(update)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:108(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\ssl.py:504(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\feedparser.py:71(close)
       12    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:43(get_host)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_compiler.py:389(_mk_bitmap)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:425(_close_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\adapters.py:423(get_connection_with_tls_context)
        7    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\timeout.py:109(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:637(eff_request_host)
       51    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:167(__getitem__)
        6    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\_collections.py:141(clear)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\response.py:600(_init_decoder)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\url.py:263(_remove_path_dot_segments)
       34    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:44(_debug)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\adapters.py:280(cert_verify)
       11    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\dammit.py:1371(numeric_character_reference)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\response.py:132(__init__)
        1    0.000    0.000    1.598    1.598 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\api.py:62(get)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1298(_cookie_attrs)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\message.py:150(__init__)
       24    0.000    0.000    0.000    0.000 <frozen os>:780(check_str)
       24    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\threading.py:398(notify)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:413(_splitnetloc)
       13    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connection.py:459(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:409(prepare_url)
        1    0.000    0.000    0.243    0.243 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\html\parser.py:152(feed)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\retry.py:387(is_retry)
       35    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\encodings\__init__.py:71(search_function)
       43    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\structures.py:58(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\response.py:886(_error_catcher)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.243    0.243 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\builder\_htmlparser.py:433(feed)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1093(get_code)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:261(__init__)
       10    0.000    0.000    0.000    0.000 {built-in method time.time}
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:145(__exit__)
       25    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\threading.py:303(__enter__)
        7    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:335(to_key_val_list)
        1    0.000    0.000    1.598    1.598 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\api.py:14(request)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:351(prepare)
       12    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:90(unverifiable)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\sessions.py:302(rebuild_proxies)
       25    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\threading.py:306(__exit__)
        8    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\threading.py:122(RLock)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\typing.py:173(_type_check)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\socket.py:694(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\adapters.py:178(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\socket.py:100(_intenum_converter)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\poolmanager.py:319(connection_from_context)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connectionpool.py:1170(_close_pool_connections)
        2    0.000    0.000    0.288    0.144 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connectionpool.py:1085(_validate_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\poolmanager.py:290(connection_from_host)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\response.py:786(release_conn)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:442(flush)
      5/3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:177(getwidth)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\sessions.py:390(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\sessions.py:107(get_redirect_target)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:463(read)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       12    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:94(origin_req_host)
       11    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\builder\_htmlparser.py:250(handle_entityref)
       22    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\poolmanager.py:344(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:854(resolve_proxies)
       12    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:46(get_origin_req_host)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:769(is_redirect)
       21    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\util.py:19(to_str)
