         532113 function calls (529176 primitive calls) in 1.863 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:214(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\hooks.py:15(default_hooks)
       29    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\builder\__init__.py:680(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:453(isclosed)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\url.py:349(_encode_target)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\_collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\dammit.py:988(find_codec)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\sessions.py:282(rebuild_auth)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\sessions.py:799(mount)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\hooks.py:22(dispatch_hook)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\html\parser.py:133(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\dammit.py:576(_usable)
        3    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\socket.py:517(family)
        5    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\timeout.py:126(resolve_default_timeout)
       10    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:942(is_not_allowed)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\timeout.py:202(start_connect)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\socket.py:507(detach)
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'winreg.PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
       10    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1215(path_return_ok)
        9    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1076(set_ok_port)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:137(_path_split)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\copyreg.py:98(__newobj__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:258(__init__)
        6    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:230(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:811(is_expired)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\html\parser.py:143(reset)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
       13    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:163(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\dammit.py:645(strip_byte_order_mark)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\timeout.py:245(read_timeout)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\sessions.py:333(rebuild_method)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_get_cached)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\connection.py:15(is_connection_dropped)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\response.py:9(is_fp_closed)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\response.py:1315(supports_chunked_reads)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1136(return_ok_secure)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:440(_copy_cookie_jar)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:177(_path_isabs)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\typing.py:260(_collect_type_parameters)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\timeout.py:172(from_float)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:258(extract_zipped_paths)
        4    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        5    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connection.py:368(proxy_is_tunneling)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:1028(close)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:72(has_header)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\_collections.py:100(__setitem__)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:692(unquote)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:588(prepare_auth)
        3    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_compiler.py:470(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\ssl.py:665(verify_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\sessions.py:454(__exit__)
        8    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:411(__subclasshook__)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:421(_checknetloc)
        8    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\wait.py:113(wait_for_read)
        1    0.000    0.000    0.030    0.030 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\ssl_.py:511(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connection.py:351(is_connected)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1115(return_ok_version)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:207(register_hook)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:697(_classify_pyc)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\socket.py:501(close)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:999(raise_for_status)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:733(set_environ)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\response.py:91(is_response_to_head)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:1269(_validate_method)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_compiler.py:431(_get_iscased)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_compiler.py:573(isstring)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:630(prepare_hooks)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:553(__subclasshook__)
        8    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:112(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:175(port)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\response.py:392(__len__)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1308(<lambda>)
        3    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:82(groups)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:338(geturl)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:156(username)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:393(prepare_method)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1551(find_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:1265(_encode_request)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\email\feedparser.py:126(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\ssl_.py:209(resolve_ssl_version)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:1278(_validate_path)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\request.py:142(set_file_position)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\adapters.py:116(__init__)
        5    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:1751(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:954(fix_flags)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:674(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\typing.py:1427(<genexpr>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connectionpool.py:1145(_normalize_host)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\element.py:206(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\netrc.py:35(_netrclex)
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x000001CE56A18900}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:205(_checkLevel)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isfile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\typing.py:164(_type_convert)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:978(urlencode)
        5    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\timeout.py:227(connect_timeout)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\_request_methods.py:51(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connection.py:347(is_closed)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1148(return_ok_port)
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:730(_validate_timestamp_pyc)
        3    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:76(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connection.py:361(proxy_is_forwarding)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\_internal_utils.py:38(unicode_is_ascii)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\structures.py:60(__len__)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:1286(_validate_host)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1270(set_policy)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:193(_userinfo)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\queue.py:302(_init)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\utils.py:881(default_user_agent)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\__init__.py:313(deprecated_argument)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\_markupbase.py:27(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\netrc.py:79(netrc)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\netrc.py:23(NetrcParseError)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\collections\__init__.py:673(update)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:155(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\socket.py:523(type)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\util\proxy.py:11(connection_requires_http_tunnel)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\sessions.py:91(merge_hooks)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\builder\__init__.py:765(_initialize_xml_detector)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\dammit.py:979(declared_html_encoding)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1233(path_stats)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\http\client.py:926(_get_hostport)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:84(add_unredirected_header)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\_markupbase.py:32(reset)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\html\parser.py:161(close)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:1354(disable)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:1302(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\_virtualenv.py:53(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connection.py:188(host)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\builder\__init__.py:791(_root_tag_encountered)
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:853(__len__)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\urllib3\connectionpool.py:337(_validate_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:87(get_new_headers)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:572(prepare_content_length)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\builder\__init__.py:274(initialize_soup)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\element.py:2418(__setitem__)
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x000001CE5692D120}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:820(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\adapters.py:555(add_headers)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\cookies.py:435(get_policy)
        2    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\bs4\builder\__init__.py:282(reset)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\School21\DSB4_Package_management.ID_1577671-1\src\atronacg\Lib\site-packages\requests\models.py:216(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\timur\AppData\Local\Programs\Python\Python313\Lib\ssl.py:1121(_check_connected)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
